,index,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA
769,13504,COSME SANTOS NASCIMENTO,COSME DO PÁLIO,IBIRAPITANGA,PSD,SUPLENTE,7,0.0,0.0
770,13511,RENATO FERREIRA DA NOVA,RENATÃO,IBIRAPITANGA,PSD,SUPLENTE,5,0.0,0.0
771,13514,EDLANE LOPES SOEIRO,LANE SOEIRO,MUCURI,PP,NÃO ELEITO,1,0.0,315.0
772,13572,JORGE LUIS SANTOS DE ALMEIDA,JORGE CAMINHONEIRO,FEIRA DE SANTANA,REPUBLICANOS,SUPLENTE,7,0.0,398.12
773,13575,CRISTIANO DA SILVA SANTANA,CRISTIANO THITI,ARAMARI,PT,NÃO ELEITO,0,0.0,0.0
774,13583,RAIMUNDO PORCINIO DOS SANTOS,FOR,ARAMARI,PT,NÃO ELEITO,7,0.0,333.32
775,13585,MARIA DAS DORES DO NASCIMENTO COSTA GONÇALVES,DORA DE HUMBERTO,ARAMARI,PT,NÃO ELEITO,7,0.0,333.32
776,13607,RONDINELI ARAUJO DA SILVA,RON DA SOPA,FEIRA DE SANTANA,DC,SUPLENTE,2,0.0,452.5
777,13655,TEREZINHA BARBOSA DE SOUZA RODRIGUES,TEREZINHA DO ATELIÊ,QUEIMADAS,PSDB,SUPLENTE,6,0.0,0.0
778,13675,ATEVAL DE SOUZA CRUZ,VAL CRUZ O RICARDÃO,SALVADOR,PTC,NÃO ELEITO,2,0.0,413.0
779,13726,NAÉDINA PEREIRA DOS SANTOS CALDAS,NEM,ITIRUÇU,PSB,SUPLENTE,3,0.0,0.0
780,13758,LIDIANE SILVA DE SOUZA,LIDIANE DA LAGINHA,PIRITIBA,PC do B,NÃO ELEITO,4,0.0,500.0
781,13770,AGNALDO DE SOUZA REIS,SARGENTO REIS,NOVA VIÇOSA,PSOL,NÃO ELEITO,5,0.0,439.5
782,13773,EDSON GOMES DOS SANTOS FILHO,EDSON GOMES,NOVA VIÇOSA,PSOL,NÃO ELEITO,6,0.0,2472.85
783,13777,ELIANA MENEZES DE JESUS,ELIANA DO TORTO,SANTA BÁRBARA,PC do B,SUPLENTE,4,0.0,0.0
784,13783,JOSIENE BRITO DE LIMA,JOSIENE,SANTA BÁRBARA,PC do B,SUPLENTE,1,0.0,0.0
785,13784,MARIA DA CONCEICAO SILVA DAS MERCES,DETINHA,SANTA BÁRBARA,PC do B,SUPLENTE,3,0.0,0.0
786,13791,SIMONE OLIVEIRA DOS SANTOS,MONE,CATU,REPUBLICANOS,NÃO ELEITO,5,0.0,0.0
787,13802,MARIA DA GRACA SANTIAGO CARVALHO,GRACA DA INVASAO,CONCEIÇÃO DO ALMEIDA,PT,NÃO ELEITO,2,0.0,0.0
788,13806,LUIZ HENRIQUE SANTOS FONSECA,LUIZ DA MOMBACA,CONCEIÇÃO DO ALMEIDA,PT,NÃO ELEITO,6,0.0,0.0
789,13810,JOSIANE COSTA SILVA,ERICA DO IRAQUE,CONCEIÇÃO DO ALMEIDA,PT,NÃO ELEITO,4,0.0,0.0
790,13833,MARICÉLIA FERREIRA DE SOUZA,CELINHA,ILHÉUS,PTB,SUPLENTE,1,0.0,0.0
791,13834,ANDREA PAULA PEREIRA DUTRA,ANDREA,ILHÉUS,PTB,SUPLENTE,5,0.0,0.0
792,13860,JOSE FERNANDES DE SENNA DE MATOS,PASSARINHO,ENTRE RIOS,DEM,SUPLENTE,3,0.0,0.0
793,13983,ARIANA DO NASCIMENTO SANTOS,ARIANA SANTOS,CONDE,PSB,SUPLENTE,2,0.0,0.0
794,13995,CLAUDIO JOSE JESUS DOS SANTOS,CLAUDIO SANTOS,CONDE,PSB,SUPLENTE,1,0.0,0.0
795,14011,GENIVANIA PINHEIRO DA SILVA SOUSA,GENIVANIA SOUSA,JUAZEIRO,PDT,SUPLENTE,0,0.0,0.0
796,14015,GLEICE FERREIRA DE OLIVEIRA,GLEICE OLIVEIRA,JUAZEIRO,PDT,SUPLENTE,0,0.0,0.0
797,14023,POLIANA ALCANTARA FONSECA,POLIANA ALCANTARA,JUAZEIRO,PDT,SUPLENTE,0,0.0,0.0
798,14046,ROSEMEIRE FRANCISCA DOS SANTOS,MEIRE DAS CASINHAS,SANTA TEREZINHA,PSB,SUPLENTE,7,0.0,300.0
799,14049,EDINEUZA DOS SANTOS DUNDA,EDINEUZA,SANTA TEREZINHA,PSB,SUPLENTE,1,0.0,0.0
800,14054,EDINEI SANTOS PORTUGAL,EDINEI PORTUGAL,ILHÉUS,PP,SUPLENTE,5,0.0,0.0
801,14078,ERICA DOS SANTOS LIMA,ERICA LIMA,SANTA TEREZINHA,PSOL,SUPLENTE,1,0.0,0.0
802,14081,MARIA AUREA SOUZA SANTOS,DONA AUREA,ITAGIBÁ,PC do B,SUPLENTE,3,0.0,54.56
803,14131,NOELIA SANTOS DE JESUS,NOELIA SANTOS,ITAGIBÁ,PP,SUPLENTE,7,0.0,0.0
804,14188,LUCINEIDE BRAZ DA SILVA,JUCY BRAZ,SENHOR DO BONFIM,PL,NÃO ELEITO,7,0.0,300.0
805,14230,ISABEL APARECIDA DA ROCHA,ISABEL ROCHA,CONDEÚBA,PL,SUPLENTE,7,0.0,700.0
806,14231,IZENILDE PENIDES OLIVEIRA LIMA,IZENILDE,CONDEÚBA,PL,SUPLENTE,1,0.0,0.0
807,14236,ALINE CARLA DE JESUS ROCHA,ALINE DE JESUS,CONDEÚBA,PL,SUPLENTE,5,0.0,0.0
808,14247,AMANDA RODRIGUES ALVES,AMANDA,BONITO,PP,SUPLENTE,2,0.0,400.0
809,14262,LUCIANA SANTOS SALES,LUCIANA DE DÉLIO,BONITO,PSD,SUPLENTE,4,0.0,400.0
810,14280,ROSANA SANTOS DE JESUS,MISSIONARIA ROSANA,ITABERABA,DC,NÃO ELEITO,0,0.0,293.75
811,14290,ANDERSON SANTOS DE CARVALHO ROCHA,ANDERSON BATATA,NOVA REDENÇÃO,REDE,NÃO ELEITO,0,0.0,0.0
812,14297,MIGUEL ARCHANJO BRASIL,MIGUEL BRASIL,CAMACÃ,PSD,SUPLENTE,4,0.0,133.32999999999998
813,14299,NAILZA SANTOS ROCHA,NAILZÃO DO BAR,CAMACÃ,PSD,SUPLENTE,1,0.0,133.32999999999998
814,14310,DIEGO DA SILVA AMPARO,DIEGO AMPARO,CAMACÃ,AVANTE,NÃO ELEITO,3,0.0,0.0
815,14311,ERNANDES SILVA DE CARVALHO,ERNANDES LEGIÃO,CAMACÃ,AVANTE,NÃO ELEITO,4,0.0,0.0
816,14318,MATES NASCIMENTO DE CARVALHO,FOFÃO DA BOMBA,CAMACÃ,AVANTE,NÃO ELEITO,6,0.0,0.0
817,14320,CAROLAINE DO AMPARO ALVES BATISTA,CAROL DE JOSUÉ,CAMACÃ,AVANTE,NÃO ELEITO,4,0.0,0.0
818,14330,ALINE OLIVEIRA SANTOS,ALINE DE APUIM,CAMACÃ,REPUBLICANOS,SUPLENTE,3,0.0,0.0
819,14332,EDSON OLIVEIRA SILVA,EDSON DA CESTA,CAMACÃ,REPUBLICANOS,SUPLENTE,4,0.0,0.0
820,14339,EDNALDO ALMEIDA DA SILVA FILHO,EDNALDO ALMEIDA,CAMACÃ,REPUBLICANOS,SUPLENTE,2,0.0,0.0
821,14353,MUNIC BISPO FERNANDES,MUNIC FERNANDES,CAMACÃ,PP,SUPLENTE,6,0.0,0.0
822,14354,PAULA SILVA DO CARMO,PAULA DA RONDON,CAMACÃ,PP,SUPLENTE,1,0.0,0.0
823,14367,MARCOS DOS SANTOS SILVA,TUNGA DA POÇO,SANTA LUZIA,PSC,NÃO ELEITO,6,0.0,0.0
824,14368,ROBLEUDO CÂNDIDO REIS SANTOS,TUTA DO ACARAJÉ,SANTA LUZIA,PSC,NÃO ELEITO,5,0.0,0.0
825,14401,MARILENE ALVES DOS SANTOS,MARILENE DE ASSURI,ARATACA,PL,NÃO ELEITO,2,0.0,0.0
826,14406,MOISES GOMES DO NASCIMENTO,MOISES O INDIO,ARATACA,PL,NÃO ELEITO,5,0.0,0.0
827,14424,DIVALDINO PEREIRA DA SILVA,DDI DE ZE DE ANA,SÃO JOSÉ DA VITÓRIA,PODE,SUPLENTE,6,0.0,120.0
828,14425,KELEN CONCEIÇAO DOS SANTOS,KELEN,SÃO JOSÉ DA VITÓRIA,PODE,SUPLENTE,6,0.0,120.0
829,14443,MARITANIA GONÇALVES DE ALMEIDA CARVALHO,TANIA,SÃO DESIDÉRIO,DEM,SUPLENTE,5,0.0,0.0
830,14592,MARLUCIA DE SOUSA,LÚCIA DE NEGÃO DA GELADEIRA,SÃO JOSÉ DA VITÓRIA,PSD,SUPLENTE,4,0.0,400.0
831,14594,LUCIANO RAIMUNDO DOS SANTOS,LUCIANO PINTOR,SÃO JOSÉ DA VITÓRIA,PSD,SUPLENTE,2,0.0,400.0
832,14595,ROSEVAN SANTOS,ROSEVAN,SÃO JOSÉ DA VITÓRIA,PSD,SUPLENTE,7,0.0,400.0
833,14596,VERÔNICA DE JESUS,VERA DO BAIRRO NOVO,SÃO JOSÉ DA VITÓRIA,PSD,SUPLENTE,6,0.0,400.0
834,14608,PEDRO BISPO DOS SANTOS,PEDRO DA KIBOA,LAMARÃO,DEM,NÃO ELEITO,4,0.0,0.0
835,14612,JADILSON ALMEIDA DE SOUZA,QUININ DO SÍTIO,LAMARÃO,DEM,NÃO ELEITO,2,0.0,0.0
836,14613,ERIVALDO DE SOUZA COSTA,ERIVALDO MOTO TÁXI,LAMARÃO,DEM,NÃO ELEITO,7,0.0,0.0
837,14614,CREUSA DE JESUS SILVA,CREUZA DE BADEGA,LAMARÃO,DEM,NÃO ELEITO,3,0.0,0.0
838,14624,MARIA DOMINGAS FERREIRA DOS SANTOS,DOMINGAS FERREIRA,ESPLANADA,PV,SUPLENTE,6,0.0,115.91
839,14628,VALMIR OLIVEIRA DA SILVA,VALMIR DO LIMÕES,ESPLANADA,PV,SUPLENTE,5,0.0,115.91
840,14671,DILMA RODRIGUES FERNANDES,DILMA,CATU,PODE,SUPLENTE,3,0.0,0.0
841,14681,ADENILZA DE SANTANA SANTOS,DEIZY GALEGA,CATU,PATRIOTA,SUPLENTE,3,0.0,0.0
842,14688,VIVIANE DE JESUS CONCEIÇÃO,VIVIANE ,CATU,PATRIOTA,SUPLENTE,6,0.0,0.0
843,14740,VILMA SILVA LEITE,VILMA DE ADAILTON,UAUÁ,REPUBLICANOS,SUPLENTE,3,0.0,480.0
844,14748,MARISA ROCHA FREIRE,MARISA ROCHA,IGUAÍ,REPUBLICANOS,SUPLENTE,6,0.0,0.0
845,14755,GIROFÁ BARRETO ROCHA DO CARMO,GIROFÁ,IGUAÍ,REPUBLICANOS,SUPLENTE,4,0.0,0.0
846,14767,ROGERIO BARBOSA DE OLIVEIRA,ROGERIO MARAÚ,WENCESLAU GUIMARÃES,PT,SUPLENTE,0,0.0,740.0
847,14802,ELIANE DE JESUS QUEIROZ SILVA,LIU DO POSTO,ITAQUARA,PSD,SUPLENTE,0,0.0,0.0
848,14867,GILDENE OLIVEIRA RIOS,DENE ARAUJO,QUIXABEIRA,PT,SUPLENTE,6,0.0,0.0
849,14906,LAUDECY DOS SANTOS OLIVEIRA,CIDA DO CANTINHO,GAVIÃO,PROS,SUPLENTE,2,0.0,0.0
850,14908,EVALDO ELVAS E SILVA,EVALDO DE NENÉM,ITAGIBÁ,PDT,NÃO ELEITO,4,0.0,3000.0
851,14938,CRISTIANA CARDOSO SOUZA,CRISTINA,LAJEDÃO,PP,SUPLENTE,3,0.0,0.0
852,14942,EDINEUZA PEREIRA FERREIRA,NEUZINHA,LAJEDÃO,PP,SUPLENTE,3,0.0,0.0
853,14948,MARIA PERPETUA CARVALHO CORTES,PERPETUA,LAJEDÃO,DEM,SUPLENTE,0,0.0,0.0
854,14949,LEILA GUIMARÃES DE JESUS,LEILA,LAJEDÃO,DEM,SUPLENTE,2,0.0,0.0
855,14959,CAROLINA BRANDÃO CUNHA,CAROLINA BRANDÃO,ITABUNA,MDB,NÃO ELEITO,3,0.0,200.0
856,14966,BRISLLIAN CAMELO DE ARAUJO,BRISA CAMELO,ITABUNA,MDB,NÃO ELEITO,1,0.0,0.0
857,14973,SABRINA DE SOUZA ALMEIDA,SABRINA DO BIBOCA,ITABUNA,MDB,NÃO ELEITO,0,0.0,0.0
858,14974,MARIALDA COSTA DOS SANTOS,ALDA COSTA,ITABUNA,PSOL,NÃO ELEITO,4,0.0,0.0
859,15001,MARIZE NERY SANTOS,MARIZE,GONGOGI,PC do B,SUPLENTE,0,0.0,165.0
860,15020,KÉSIA PEREIRA DE SANTANA,KÉSIA,ITABUNA,CIDADANIA,SUPLENTE,0,0.0,0.0
861,15068,ANA PAULA DIAS SANTOS,ANA PAULA,ITORORÓ,PT,SUPLENTE,0,0.0,838.8
862,15070,DAILTON CARLOS SANTOS DE OLIVEIRA,FOFINHO,ITORORÓ,PT,SUPLENTE,7,0.0,838.8
863,15073,NILDA ROSA DOS SANTOS,NILDA ROSA,ITORORÓ,PT,SUPLENTE,0,0.0,838.8
864,15079,GILEAIDE SILVA COSTA AMARAL,GILEAIDE,ITORORÓ,PT,SUPLENTE,0,0.0,838.8
865,15080,MARIA GENIRA MOTA RAMOS,GENIRA RAMOS,ITORORÓ,PT,SUPLENTE,0,0.0,838.8
866,15081,CARLOS AUGUSTO DE JESUS DA ENCARNAÇÃO,PARCEIRO,ITORORÓ,PT,SUPLENTE,1,0.0,838.8
867,15087,TATIANE DOS SANTOS FERREIRA,TATIANE,TEIXEIRA DE FREITAS,PSDB,SUPLENTE,5,0.0,974.5
868,15101,EZILENE MARIA MARTINS,EZILENE,TEIXEIRA DE FREITAS,PSDB,SUPLENTE,4,0.0,974.5
869,15106,MAURICIO FERREIRA EVANGELISTA,MAURICIO,TEIXEIRA DE FREITAS,PSDB,SUPLENTE,5,0.0,974.5
870,15108,ANNE SUELEM SANTOS ARAÚJO,ANNE SUELEM,TEIXEIRA DE FREITAS,PSDB,SUPLENTE,2,0.0,974.5
871,15109,WANDERLI MARQUES SOUZA REIS,WANDERLI,TEIXEIRA DE FREITAS,PSDB,SUPLENTE,2,0.0,302.0
872,15116,CAREM AMABELE PEREIRA DE ALMEIDA SANTOS,KAREM AMABELLY,NOVA VIÇOSA,PSL,NÃO ELEITO,0,0.0,0.0
873,15133,ISAURA ADELIA DE OLIVEIRA LONGA NETA,PRÓ ISAURA,JAGUARIPE,PC do B,SUPLENTE,4,0.0,918.13
874,15139,JOSÉ ADILSON SANTOS NASCIMENTO,ZÉ ADILSON,IBOTIRAMA,PROS,NÃO ELEITO,2,0.0,0.0
875,15150,JUCILENE CORREIA DOS SANTOS,JUCILENE,SALINAS DA MARGARIDA,PT,SUPLENTE,6,0.0,0.0
876,15240,ELIANA GOMES DE OLIVEIRA,ELIANA GOMES,TEIXEIRA DE FREITAS,AVANTE,SUPLENTE,6,0.0,215.0
877,15244,JOANILTON RODRIGUES DOS SANTOS,JOANILTON DO FRISA,TEIXEIRA DE FREITAS,AVANTE,SUPLENTE,1,0.0,365.0
878,15296,JANDIARIA SANTOS DE SOUZA,JANDIARIA SOUZA,SALVADOR,REDE,NÃO ELEITO,3,0.0,2949.55
879,15327,ANDREIA CAIRES DA SILVA,BETA,JUSSIAPE,REPUBLICANOS,NÃO ELEITO,2,0.0,0.0
880,15333,VERA LUCIA SANTOS SILVA,VERINHA,ITAPÉ,PSD,SUPLENTE,5,0.0,0.0
881,15334,SIVALDA BATISTA POLVORA,PROFESSORA SIVALDA,ITAPÉ,PSD,SUPLENTE,6,0.0,0.0
882,15402,MARCELO NOVAES DA ROCHA,MARCELO NOVAES,SÃO FÉLIX,PODE,SUPLENTE,5,0.0,58.0
883,15410,ANA TARCIA ALVES DOS SAUNTOS,TARCINHA,BOA VISTA DO TUPIM,PC do B,SUPLENTE,2,0.0,500.0
884,15416,MARIANA ARENA SANTANA,MARIANA,BOA VISTA DO TUPIM,PC do B,SUPLENTE,5,0.0,500.0
885,15421,JAIR ROBERTO BARBOSA DE SOUZA,JAIR DO BATATAN,MARAGOGIPE,PL,SUPLENTE,1,0.0,0.0
886,15422,RAINE ANDRADE DE ASSIS,RAINE,MARAGOGIPE,PL,SUPLENTE,0,0.0,0.0
887,15427,NAJILA DIENE DE JESUS DA SILVA,NAJILA,MARAGOGIPE,PL,SUPLENTE,1,0.0,0.0
888,15484,TIAGO MATOS SOUZA REBOUÇAS,TIAGO,MARAGOGIPE,PP,NÃO ELEITO,3,0.0,0.0
889,15485,LUCAS ANTONIO LEITE SALES,LUCAS,MARAGOGIPE,PP,NÃO ELEITO,0,0.0,0.0
890,15486,RAIMUNDO JORGE DO ESPIRITO SANTO SOUZA,RAIMUNDO JORGE,MARAGOGIPE,PP,NÃO ELEITO,1,0.0,0.0
891,15487,ANTONIO FERNANDO PEDREIRA COSTA,PATAINHA,MARAGOGIPE,PP,NÃO ELEITO,1,0.0,0.0
892,15488,DIEGO RAMON DAS NEVES SANTANA,RAMOM,MARAGOGIPE,PP,NÃO ELEITO,1,0.0,0.0
893,15490,JOANA ANGÉLICA DOS SANTOS JULIÃO,JOANA ANGÉLICA,MARAGOGIPE,PP,NÃO ELEITO,1,0.0,0.0
894,15491,POLIANA DA SILVA PINHEIRO,POLIANA,MARAGOGIPE,PP,NÃO ELEITO,0,0.0,0.0
895,15492,BRUNO BRAGA,BRUNO,MARAGOGIPE,PP,NÃO ELEITO,1,0.0,0.0
896,15519,SELMA CONCEICAO DAS NEVES,SELMA,ENTRE RIOS,PROS,NÃO ELEITO,0,0.0,500.0
897,15525,DAIANE DOS SANTOS VIDAL,DAIANE,ENTRE RIOS,PROS,NÃO ELEITO,0,0.0,500.0
898,15527,JANINE DA CRUZ REIS SANTOS,JANINE,ENTRE RIOS,PROS,NÃO ELEITO,0,0.0,500.0
899,15529,CRISTIANE NERY VIDAL,CRISTIANE,ENTRE RIOS,PROS,NÃO ELEITO,0,0.0,500.0
900,15538,JACIARA AMPARO SANTOS DA CONCEIÇÃO BISPO,JACIARA BISPO,SIMÕES FILHO,REPUBLICANOS,SUPLENTE,7,0.0,0.0
901,15541,JOÃO AUGUSTO RIBEIRO LEAL,JOÃO CONTADOR,SIMÕES FILHO,REPUBLICANOS,SUPLENTE,1,0.0,0.0
902,15543,JOSE FERREIRA DA SILVA,FERREIRA,SIMÕES FILHO,REPUBLICANOS,SUPLENTE,1,0.0,0.0
903,15545,ADELAIDE DE JESUS,ADELAIDE DE JESUS,SIMÕES FILHO,REPUBLICANOS,SUPLENTE,1,0.0,0.0
904,15547,UILSON EDUARDO SILVA DOS SANTOS,UILSON SANTOS,SIMÕES FILHO,REPUBLICANOS,SUPLENTE,7,0.0,600.0
905,15559,ELIANA DE JESUS CONCEICAO,LIU,SÃO FÉLIX,REPUBLICANOS,SUPLENTE,5,0.0,58.0
906,15581,FARIDD MARON,FARIDD MARON,ITABUNA,PTC,SUPLENTE,6,0.0,0.0
907,15582,CREUZA MARTINS DOS SANTOS,CREUZA SANTOS,ITABUNA,PTC,SUPLENTE,0,0.0,0.0
908,15585,CRISTIANE DA SILVA SOUZA FERNANDES,CRISTIANE SILVA,ITABUNA,PTC,SUPLENTE,3,0.0,0.0
909,15587,TELMA ALVES DOS SANTOS BITTENCOURT,TELMA ALVES,ITABUNA,PTC,SUPLENTE,0,0.0,0.0
910,15593,VERA LÚCIA LIMA SANTOS,VERA LÚCIA LIMA,ITABUNA,PTC,SUPLENTE,0,0.0,0.0
911,15624,MARINA RIBEIRO SILVA CHAVES,MARINA,BOM JESUS DA SERRA,PP,SUPLENTE,2,0.0,1030.0
912,15626,IVANEDE PEREIRA DA PAIXÃO,IVANEDE,BOM JESUS DA SERRA,PP,SUPLENTE,4,0.0,1030.0
913,15635,CAROLINE DE JESUS SANTOS,CAROL DE MANECÃO,BOM JESUS DA SERRA,PP,SUPLENTE,3,0.0,1030.0
914,15665,YASMIM MENDES SANTANA,YASMIM MENDES,ITACARÉ,DEM,SUPLENTE,7,0.0,200.0
915,15666,GEISA SILVA DOS REIS,GEISA REIS,ITACARÉ,DEM,SUPLENTE,4,0.0,200.0
916,15669,LUZIETE SANTOS MATIAS,LUZIETE,ITACARÉ,DEM,SUPLENTE,2,0.0,200.0
917,15676,ROBERTO SILVA DOS SANTOS,IRMÃO ROBERTO,ITACARÉ,DEM,SUPLENTE,4,0.0,200.0
918,15711,PETRONIO DE JESUS MENEZES,PETRONIO,TEOLÂNDIA,REPUBLICANOS,SUPLENTE,7,0.0,0.0
919,15719,MARIA CICERA COSTA ROCHA,CICERA DE AILTON,BOM JESUS DA SERRA,PL,SUPLENTE,2,0.0,1030.0
920,15722,LUCENI PAIXÃO DA SILVA CUNHA,MOCINHA,BOM JESUS DA SERRA,PL,SUPLENTE,5,0.0,1030.0
921,15733,AURINE CARDOSO DE FREITAS,AURINÉ,TEOLÂNDIA,MDB,SUPLENTE,5,0.0,0.0
922,15746,SALES BARBOSA DOS SANTOS SILVA,SALES,ITACARÉ,PL,SUPLENTE,7,0.0,75.95
923,15758,JUCARA DA SILVA BATISTA,SARA DE OTILIA,ITACARÉ,PL,SUPLENTE,2,0.0,75.95
924,15768,TATIANA CONCEIÇÃO DOS SANTOS,TATIANA,ITACARÉ,PSB,SUPLENTE,6,0.0,200.0
925,15774,ROGER FARIA MENEZES,ROGER,ITACARÉ,PSB,SUPLENTE,2,0.0,200.0
926,15792,MARIA ELIALDA CARDOSO DOS SANTOS,LIA DO CONSÓRCIO,ITABUNA,AVANTE,SUPLENTE,6,0.0,0.0
927,15823,EVANILDA SANTIAGO DOS SANTOS,EVANILDA DOS SANTOS,CONCEIÇÃO DO JACUÍPE,PT,NÃO ELEITO,1,0.0,0.0
928,15830,ALISSON MENDES DOS SANTOS,BISPO ALISSON,CONCEIÇÃO DO JACUÍPE,PT,NÃO ELEITO,6,0.0,0.0
929,15863,MARIA DAS GRAÇAS GOMES PINHEIRO DOS SANTOS,GRACINHA,MASCOTE,PL,SUPLENTE,7,0.0,416.65999999999997
930,15866,TAMIRES SILVA CRUZ,TAMIRES CRUZ,MASCOTE,PL,SUPLENTE,2,0.0,416.65999999999997
931,15871,RONEY JORGE MOREIRA SENA,RONI DA ESCOLINHA,MASCOTE,PL,SUPLENTE,3,0.0,416.65999999999997
932,15904,DALVA ADELINA CARNEIRO,PRÓ DALVA,RIACHÃO DO JACUÍPE,DEM,SUPLENTE,2,0.0,325.0
933,15911,MARIA DA CONCEIÇÃO RIBEIRO DO NASCIMENTO,CONCEIÇÃO DE DIUDE,RIACHÃO DO JACUÍPE,DEM,SUPLENTE,4,0.0,325.0
934,15913,CLECIANA FERREIRA DE SOUZA,CLESSINHA,RIACHÃO DO JACUÍPE,DEM,SUPLENTE,3,0.0,325.0
935,15939,ALEX SANDRO DE SOUZA GABINO,ALEX DA PADARIA,SOBRADINHO,PT,SUPLENTE,1,0.0,0.0
936,15941,CINTIA COSTA CORDEIRO,CINTIA COSTA,SOBRADINHO,PT,SUPLENTE,1,0.0,0.0
937,15950,SILVANA DE OLIVEIRA,SILVANA DE OLIVEIRA,CASA NOVA,MDB,NÃO ELEITO,4,0.0,0.0
938,15956,JURANDIR ANTUNES DAS NEVES,NEGUINHO DO SALVADOR,CASA NOVA,MDB,NÃO ELEITO,2,0.0,0.0
939,15961,ANDREIA DOS SANTOS ROCHA,ANDREIA ROCHA,CASA NOVA,MDB,NÃO ELEITO,2,0.0,0.0
940,15969,ADEMARIO LOIOLA DE ALMEIDA,ADEMARIO LOIOLA,UAUÁ,PSC,SUPLENTE,3,0.0,0.0
941,15974,VANESSA CARDOSO DE SANTANA,VANESSA,UAUÁ,PSC,SUPLENTE,6,0.0,480.0
942,15975,RITA DE CASSIA CARDOSO,CASSIA,UAUÁ,PSC,SUPLENTE,5,0.0,480.0
943,15979,JOSE JOAO DIAS,ZE DIAS,UAUÁ,PSC,SUPLENTE,4,0.0,0.0
944,15992,ANDRÉIA MENDES DO ROSÁRIO,ANDRÉIA DO ROSÁRIO,IBIRAPITANGA,PP,SUPLENTE,2,0.0,1337.0
945,16002,JAILTON OLIVEIRA LIMA,JAI IRMÃO DE IVAN LIMA,IBIRAPITANGA,PP,SUPLENTE,0,0.0,1337.0
946,16052,KARINA MICHELLE DA SILVA OLIVEIRA,KARINA MICHELLE,RIACHÃO DO JACUÍPE,PP,SUPLENTE,2,0.0,3830.0
947,16055,IRACEMA D ANGELO DE SOUZA,IRACEMA D ANGELO,LAJEDO DO TABOCAL,PP,SUPLENTE,3,0.0,300.0
948,16061,MARIA DA CONCEIÇÃO SILVA GURUNGA,MARIA GURUNGA,LAJEDO DO TABOCAL,PP,SUPLENTE,7,0.0,300.0
949,16079,INGRID ADRIELE ASSIS DA PAIXÃO,INGRID ASSIS,SÃO SEBASTIÃO DO PASSÉ,PSDB,SUPLENTE,5,0.0,0.0
950,16118,JAILTON AMORIM COSTA,JAILTON DE PARAMIRIM,SÃO FRANCISCO DO CONDE,PC do B,NÃO ELEITO,1,0.0,0.0
951,16120,CARLA SANTOS,GAL DO MOTOTAXI,SÃO FRANCISCO DO CONDE,PC do B,NÃO ELEITO,0,0.0,0.0
952,16124,EDERVANDO DE OLIVEIRA SALES,DOUGLAS,SÃO FRANCISCO DO CONDE,PC do B,NÃO ELEITO,0,0.0,0.0
953,16127,LEANDRO GOMES DOS SANTOS,IRMÃO NINO,SÃO FRANCISCO DO CONDE,PC do B,NÃO ELEITO,0,0.0,0.0
954,16128,NEUTON BISPO DOS SANTOS,TOM BLACK,SÃO FRANCISCO DO CONDE,PC do B,NÃO ELEITO,5,0.0,0.0
955,16172,GABRIELE MIRANDA DE JESUS,GABRIELE DE JESUS,TERRA NOVA,CIDADANIA,SUPLENTE,3,0.0,0.0
956,16174,PAMELA DE JESUS DE OLIVEIRA,PAMELA DE JESUS,TERRA NOVA,CIDADANIA,SUPLENTE,1,0.0,0.0
957,16179,NAIR DOS ANJOS FERREIRA DE MIRANDA,NAIR DOS ANJOS,TERRA NOVA,CIDADANIA,SUPLENTE,2,0.0,0.0
958,16187,ANA RITA SANTANA SANTOS,NINA DA IRMÃ DULCE,SÃO SEBASTIÃO DO PASSÉ,PTB,SUPLENTE,1,0.0,0.0
959,16308,THIAGO SILVA DE CARVALHO,THIAGO BOB,SOBRADINHO,PL,SUPLENTE,0,0.0,90.0
960,16315,MAYDA AZEVEDO BASTOS LUZ,MAYDA LUZ,SOBRADINHO,PL,SUPLENTE,2,0.0,682.96
961,16320,VANESSA ASSIS DE OLIVEIRA,VANESSA ASSIS,POTIRAGUÁ,REPUBLICANOS,SUPLENTE,0,0.0,0.0
962,16326,ELESSANDRA RODRIGUES MARTINS,SANDRA DE ZEZINHO,POTIRAGUÁ,PP,SUPLENTE,7,0.0,1650.0
963,16342,SANDRA BATISTA SOARES,SANDRA,POTIRAGUÁ,MDB,SUPLENTE,3,0.0,1151.05
964,16343,CRISTIANE PEREIRA DA SILVA,CRISTIANE SILVA,POTIRAGUÁ,MDB,SUPLENTE,0,0.0,1000.0
965,16390,MARIA APARECIDA CANDIDA DA ROCHA,CIDA ROCHA,SOBRADINHO,PSB,SUPLENTE,3,0.0,0.0
966,16411,MARIA DA PAZ JESUS SANTOS,MARIA DE BIGODE,JIQUIRIÇÁ,PSB,SUPLENTE,5,0.0,0.0
967,16426,FABIO GOMES SANTOS,BINHO DO COPERRECHA,MARACÁS,PSB,SUPLENTE,1,0.0,40.0
968,16427,SILVIA REJANE DOS ANJOS NOVAES,SILVIA DOS ANJOS,MARACÁS,PSB,SUPLENTE,3,0.0,40.0
