,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA
4600,NILZETE MARIA DE LIMA PEREIRA,NILZETE,MEDEIROS NETO,PROS,SUPLENTE,85,0.0,334.5
4601,ALEXANDRE RODRIGUES DE SOUZA,IRMÃO ALEXANDRE,PAU BRASIL,PSC,SUPLENTE,85,0.0,0.0
4602,OLIZETE APARECIDA CAPELLINI GAMA,ZETE DO GUARANI,PRADO,PSD,SUPLENTE,85,0.0,0.0
4603,EDSON JESUS DOS SANTOS,DAFHINE RIOS,CRUZ DAS ALMAS,DEM,SUPLENTE,85,0.0,0.0
4604,ANTONIO SILVA DA SILVA,ANTONIO PROFESSOR,MARAÚ,MDB,SUPLENTE,85,0.0,1517.3
4605,EDUARDO CAETANO DE JESUS,PIRIQUITO,SALINAS DA MARGARIDA,PSB,SUPLENTE,85,0.0,970.0
4606,JAILTON RAMOS ROCHA,JAILTON CASA BRANCA,MUCUGÊ,PDT,SUPLENTE,85,0.0,0.0
4607,CAMILA DA SILVA SANTOS MARQUES,CAMILA NETA DE DIDIU,TREMEDAL,PROS,SUPLENTE,85,0.0,1000.0
4608,TAINÁ DA SILVA SOUZA,TAINÁ DA RIFA,SALVADOR,PSL,SUPLENTE,85,0.0,135.0
4609,JOUSELENA DOS SANTOS MOTA,JOSY MOTA,AMÉLIA RODRIGUES,PDT,SUPLENTE,85,0.0,300.0
4610,EMANOEL BRITO CUNHA,SEU CABRA,CATU,PTB,SUPLENTE,85,0.0,341.0
4611,FRANCIELE ISIDÓRIO SILVA BENEVIDES,FRANCIELE DE FRANÇA,APUAREMA,PP,SUPLENTE,85,0.0,2500.0
4612,ANIBAL MOUTINHO DA COSTA,PROFESSOR ANIBAL,CAMAÇARI,PL,NÃO ELEITO,85,0.0,0.0
4613,JOSE AUGUSTO DOS REIS,ZÉ DO VELHO,RIACHÃO DAS NEVES,MDB,SUPLENTE,85,0.0,94.85
4614,EZIQUIEL SANTOS DE ARAÚJO,ZIC,SANTA LUZIA,PSD,SUPLENTE,85,0.0,543.4200000000001
4615,FERNANDA DE OLIVEIRA MOURA,FERNANDA DE JANETE,MURITIBA,PSB,SUPLENTE,85,0.0,0.0
4616,ROBERVAL OLIVEIRA RAMOS,ROBERVAL BINHO DE ITACARANHA,SALVADOR,PSB,SUPLENTE,85,0.0,0.0
4617,EDUARDO CARMO DA SILVA,DUDA,PORTO SEGURO,PROS,SUPLENTE,85,0.0,1028.0
4618,VERA LUCIA FARIAS SANTOS,VERA PROTETORA DOS ANIMAIS,ITABUNA,PSB,SUPLENTE,85,0.0,1413.8
4619,RODRIGO VITOR ROCHA DE ALMEIDA,RODRIGO ALMEIDA,JEQUIÉ,REPUBLICANOS,SUPLENTE,85,0.0,0.0
4620,LETICIA SAMPAIO DA SILVA,LETICIA DA SAÚDE,CANDEIAS,REPUBLICANOS,SUPLENTE,85,0.0,1484.0
4621,DILARDO OTACILIO SENA DE JESUS,SENA,LAJEDINHO,PSD,SUPLENTE,85,0.0,1293.75
4622,JOSÉ ROBERTO BARBOSA DE OLIVEIRA,IRMÃO DUDA,SOBRADINHO,PC do B,SUPLENTE,85,0.0,682.96
4623,IVONILDO PIMENTEL,PIMENTEL,SALVADOR,PROS,NÃO ELEITO,85,0.0,0.0
4624,ALBERTO DE JESUS REIS,BETO MOTOTAXI,PAU BRASIL,PT,SUPLENTE,85,0.0,0.0
4625,FAGNER SILVA MACHADO,FAFÁ,MUCURI,PSDB,SUPLENTE,85,0.0,0.0
4626,EDSON SOUZA SANTOS,PASTOR EDSON,IBIRATAIA,PC do B,NÃO ELEITO,85,0.0,558.0
4627,LINSMAR CONCEIÇÃO LIMA,LISMAR,SÃO FÉLIX,REPUBLICANOS,SUPLENTE,85,0.0,58.0
4628,LUCILENE FERREIRA SANTOS,LU DA LIBERDADE,SALVADOR,PTB,SUPLENTE,85,0.0,0.0
4629,JOÃO PAULO DE JESUS FREITAS,JÚ DE PELÉ,ANGUERA,PODE,SUPLENTE,85,0.0,0.0
4630,HAMILTON DAMASCENO DE ARAÚJO,HAMILTON DE PEDRO DE COTA,LAMARÃO,PT,SUPLENTE,85,0.0,500.0
4631,RANELI RONZINO FERNANDES SENA,RÂNELI SENA,SIMÕES FILHO,DEM,SUPLENTE,85,0.0,2700.0
4632,EDICARLOS RODRIGUES DOS SANTOS,CARLINHOS DA SALINA,MULUNGU DO MORRO,PSD,SUPLENTE,85,0.0,20.0
4633,JOENILTON LIMA NASCIMENTO,NEM DE JOEL,RUY BARBOSA,PL,SUPLENTE,85,0.0,1057.5
4634,EDSON SANTOS OLIVEIRA,EDSON,MAETINGA,PT,SUPLENTE,85,0.0,570.0
4635,GUANAIR MAURITONIO ATHANAZIO,GUANAIR ATHANAZIO,JUAZEIRO,PDT,SUPLENTE,85,0.0,0.0
4636,GIVANILDO NERY DOS SANTOS,DIDO DA FEIRA,ILHÉUS,PDT,SUPLENTE,85,0.0,2000.0
4637,UÉLITON DE OLIVEIRA MARINHO,BUGALU,SÃO GONÇALO DOS CAMPOS,SOLIDARIEDADE,SUPLENTE,85,0.0,0.0
4638,MARIA DE LOURDES SILVEIRA COSTA,DAZINHA DO AMPARO,CONCEIÇÃO DO JACUÍPE,REPUBLICANOS,SUPLENTE,85,0.0,0.0
4639,MARCELO DOS SANTOS NERY,MARCELO NERY,CONCEIÇÃO DO JACUÍPE,REDE,SUPLENTE,85,0.0,826.0
4640,JOSE BATISTA DO NASCIMENTO,BATISTA,JANDAÍRA,PP,NÃO ELEITO,85,0.0,0.0
4641,MONICA PINHEIRO ALVES,LICA DE ABILIO,SANTANÓPOLIS,PSB,SUPLENTE,85,0.0,0.0
4642,GILMAR SANTANA SOUZA,GILMAR DA KOMBI,POJUCA,PSD,SUPLENTE,85,0.0,0.0
4643,ISABELA MOREIRA RODRIGUES,BEZINHA DE SANTANA,CASA NOVA,PDT,SUPLENTE,85,0.0,0.0
4644,LUCIANA DE SOUZA LOPES,INDIA DA RECICLAGEM,FEIRA DE SANTANA,REPUBLICANOS,SUPLENTE,85,0.0,1272.85
4645,BRENO LOPES MOURA,BRENO DO LEITE,TEIXEIRA DE FREITAS,PSC,SUPLENTE,85,0.0,425.0
4646,ANTONIO CARLOS DA SILVA VILAS BOAS,VILAS BOAS,MURITIBA,PSD,SUPLENTE,85,0.0,0.0
4647,JOSEVALDO DOS SANTOS ANTUNES,BACANA DA ENERGIA,AMÉLIA RODRIGUES,PSB,SUPLENTE,85,0.0,450.0
4648,JOÃO ADILSON SANTOS DA SILVA,ENFERMEIRO JOÃO,ALCOBAÇA,PSB,SUPLENTE,84,0.0,0.0
4649,IZABEL CRISTINA ALVES SANTOS,IZABEL DE MARIA GORDA,CAMACÃ,PDT,SUPLENTE,84,0.0,0.0
4650,BRUNO JESUS DE OLIVEIRA,BRUNO DE VALTER,BOM JESUS DA LAPA,SOLIDARIEDADE,NÃO ELEITO,84,0.0,0.0
4651,ITAMAR NOVAES ROCHA,ITAMAR DO RENASCER,ITAMARAJU,REPUBLICANOS,SUPLENTE,84,0.0,1000.0
4652,ARISMALDO LEITE OLIVEIRA,PROF JÚNIOR,PAULO AFONSO,PV,NÃO ELEITO,84,0.0,0.0
4653,FILEMON DA SILVA SERAINE,FILÉ,FORMOSA DO RIO PRETO,DEM,SUPLENTE,84,0.0,329.0
4654,JESSICA ISNEN SILVA,JESSICA ISNEN,SANTA MARIA DA VITÓRIA,PP,SUPLENTE,84,0.0,1000.0
4655,WALDSON DOS SANTOS SOUZA,WALDSON,ITAJUÍPE,PSD,SUPLENTE,84,0.0,0.0
4656,SÉRGIO MIMOSO GONÇALVES,PROFESSOR SERGINHO MIMOSO ,ITAMARAJU,REPUBLICANOS,SUPLENTE,84,0.0,1000.0
4657,MARIA ISABEL RODRIGUES DE LIMA,BEL DA SAÚDE,LUÍS EDUARDO MAGALHÃES,PDT,SUPLENTE,84,0.0,748.47
4658,JOSÉ JORGE MAGALHÃES,JORGINHO DENTISTA,MURITIBA,AVANTE,SUPLENTE,84,0.0,0.0
4659,MARIA RITA RIBEIRO DO NASCIMENTO,MARIA RITA,BARRA DO CHOÇA,PTB,NÃO ELEITO,84,0.0,0.0
4660,ELICINALDO PEREIRA DOS SANTOS,PROFESSOR ELICINALDO,SALINAS DA MARGARIDA,PT,SUPLENTE,84,0.0,970.0
4661,ROBERTO SILVA SANTOS,ROBERTO DE TIZINHA,IBIRAPITANGA,PL,NÃO ELEITO,84,0.0,1387.0
4662,JOSENI SILVA DE SANTANA,JÔ ENFERMEIRA,RIBEIRÃO DO LARGO,PTB,SUPLENTE,84,0.0,0.0
4663,OZIEL SEVERINO DOS SANTOS,OZIEL,ITAMARAJU,PSD,SUPLENTE,84,0.0,0.0
4664,ADEMIR FRANCISCO DOS SANTOS,DEMA DA AMBRÓSIA,SÃO DESIDÉRIO,PSDB,SUPLENTE,84,0.0,521.8399999999999
4665,AILTON CHAGAS BARBOSA,AILTON GALO,CRUZ DAS ALMAS,PSDB,NÃO ELEITO,84,0.0,0.0
4666,DORIVAL PEREIRA CAMPOS,DÔRA DA SANTA ROSA,CRISTÓPOLIS,PSD,SUPLENTE,84,0.0,380.4
4667,MARIA DA CONCEIÇÃO CERQUEIRA SILVA,PROFESSORA CONCEIÇÃO,CORAÇÃO DE MARIA,PP,SUPLENTE,84,0.0,0.0
4668,RAFAEL RODRIGUES CAMURUGI,RAFAEL CAMURUGI,SANTO ANTÔNIO DE JESUS,DEM,SUPLENTE,84,0.0,0.0
4669,ILDINEIA DE SOUZA SANTOS,PROFESSORA NEIA,PRADO,PSDB,NÃO ELEITO,84,0.0,128.0
4670,EDIVALDO FIGUEIREDO DA SILVA,PORTELLINHA,IRAJUBA,PSD,SUPLENTE,84,0.0,0.0
4671,ROSIANE FERREIRA DE LIMA,ROSE DA SANTA CRUZ,MIRANGABA,PT,SUPLENTE,84,0.0,500.0
4672,REINIVALDO DA SILVA BARBOSA,REI,VERA CRUZ,PROS,NÃO ELEITO,84,0.0,0.0
4673,IVANILDO GOMES DA SILVA,PROFESSOR IVANILDO,JUAZEIRO,MDB,SUPLENTE,84,0.0,60.0
4674,OSVALDO DE JESUS SANTOS,TIÊ,NOVA REDENÇÃO,PT,SUPLENTE,84,0.0,1397.5
4675,GILDASIO PAULO DA SILVA,DAL CAVALINHO,ITAQUARA,PSOL,SUPLENTE,84,0.0,285.24
4676,JOSE GILSON MARTINS INACIO,GILSINHO DA PALHA,JUCURUÇU,PSD,SUPLENTE,84,0.0,0.0
4677,FABIO SANTIAGO MAGALHAES,FABIO SANTIAGO,COTEGIPE,PC do B,SUPLENTE,84,0.0,0.0
4678,INACIO FIGUEIREDO TAVARES,INACIO COIOIO,ENTRE RIOS,PP,SUPLENTE,84,0.0,0.0
4679,MANUEL JESUS DOS SANTOS,MANUEL DO JEGUE,ITUBERÁ,PP,SUPLENTE,84,0.0,80.0
4680,DELSI BATISTA DE OLIVEIRA NUNES,PASTORA DELSI BATISTA,BARRA,PSDB,SUPLENTE,84,0.0,0.0
4681,ALVIMAR REGIS DE JESUS,ALVIMAR REGIS,LAMARÃO,PT,SUPLENTE,84,0.0,500.0
4682,CANDIDO BARROSO TORRES NETO,BARROSO,ALAGOINHAS,PT,SUPLENTE,84,0.0,465.96000000000004
4683,EDVALDO ALVES FRANCA,SORRISO,ITABUNA,PL,SUPLENTE,84,0.0,0.0
4684,VERALUCIA DE ARAUJO QUEIROZ,VERA,BARREIRAS,PODE,SUPLENTE,84,0.0,1176.32
4685,JOSEMAN DOS SANTOS MANGABA,ZÉ MANGABA,SANTA CRUZ CABRÁLIA,PROS,SUPLENTE,84,0.0,0.0
4686,ADRIANA FERREIRA LIMA,PRÓ ADRIANA,CAPIM GROSSO,PSD,SUPLENTE,84,0.0,0.0
4687,ALEX RIBEIRO DOS SANTOS,ALEX RIBEIRO,PEDRÃO,PSB,SUPLENTE,84,0.0,0.0
4688,LUIS DOS SANTOS FILHO,ZINHO CAPOEIRA,LAURO DE FREITAS,PROS,NÃO ELEITO,84,0.0,0.0
4689,RAIMUNDO NONATO ALEXANDRE DA SILVA,NONATO,PILÃO ARCADO,PSDB,NÃO ELEITO,84,0.0,0.0
4690,JERRE ADRIANO DE MORAIS BARRETO,JERRE,ITAMARAJU,PODE,NÃO ELEITO,84,0.0,0.0
4691,LEIDIANE SOUZA DA SILVA,LEIDIANE SOUZA,IBIRATAIA,MDB,SUPLENTE,84,0.0,0.0
4692,JOSE CARLOS MOREIRA DE SOUZA,CARLOS MOTORISTA,CRISÓPOLIS,SOLIDARIEDADE,NÃO ELEITO,84,0.0,1900.0
4693,RODRIGO RIBEIRO DE ALMEIDA,RODRIGO PILOTO,PORTO SEGURO,PSL,NÃO ELEITO,84,0.0,1000.0
4694,MAILSON DE SOUZA LIMA,MAILSON DE MUNDINHA,CANDEAL,DEM,SUPLENTE,84,0.0,0.0
4695,ADEILTON SILVA DE ARAÚJO,BILÚ,SENHOR DO BONFIM,PC do B,SUPLENTE,84,0.0,800.0
4696,MANOEL DOMINGOS DOS ANJOS,DOMINGO DA BORRACHARIA,LUÍS EDUARDO MAGALHÃES,MDB,NÃO ELEITO,84,0.0,2936.95
4697,VALDÍVIO SILVA RIBEIRO,VALDÍVIO DO PÉ DE LADEIRA,CAATIBA,PSB,SUPLENTE,84,0.0,500.0
4698,ORLANDY SANTOS DE ALMEIDA,TAFFAREL,ITAJUÍPE,PDT,NÃO ELEITO,83,0.0,0.0
4699,CLEONICE ROSA DOS SANTOS,DONA NEGA,CACHOEIRA,PSB,SUPLENTE,83,0.0,908.3299999999999
4700,OCLIDES RIBEIRO DA SILVEIRA,OCLIDES IRMAO DE ODILIO,CONDEÚBA,PSD,SUPLENTE,83,0.0,0.0
4701,RAIMUNDO NONATO DE ALMEIDA COSTA,FAROFA,ITANAGRA,PT,SUPLENTE,83,0.0,0.0
4702,VALDEREIS ALVES DE SOUZA,DEGA CASAS NOVAS,PORTO SEGURO,PT,NÃO ELEITO,83,0.0,0.0
4703,ERIVALDO DE SOUZA PINHEIRO,QUINCA CANCÃO ,CASA NOVA,PDT,SUPLENTE,83,0.0,0.0
4704,FRANCISCO DE ASSIS CARNEIRO AMORIM,QUINHO,CANDEAL,DEM,SUPLENTE,83,0.0,0.0
4705,TRAZIBULO FERREIRA RAMOS FILHO,ZIBINHO RAMOS,PRADO,REDE,NÃO ELEITO,83,0.0,0.0
4706,OTACILIO CARLOS DE SOUZA FILHO,OTACILIO,VERA CRUZ,PSDB,SUPLENTE,83,0.0,0.0
4707,EDENILTON SILVA,DI DE MANGUINHOS,ITAPARICA,SOLIDARIEDADE,SUPLENTE,83,0.0,0.0
4708,IONARA DOS SANTOS BARRETO,IONARA BARRETO,CAMAÇARI,CIDADANIA,SUPLENTE,83,0.0,4466.13
4709,ROBERIO OLIVEIRA DE MENEZES,ROBERIO MENEZES,SERRINHA,PODE,NÃO ELEITO,83,0.0,0.0
4710,JAIRO ALMEIDA DOS SANTOS,FILHO AMADO,ILHÉUS,PTB,SUPLENTE,83,0.0,0.0
4711,SÉRGIO DA SILVA SANTANA,SANTANA HAIR,TEIXEIRA DE FREITAS,PDT,SUPLENTE,83,0.0,215.0
4712,EDVALDO BARBOSA DA CONCEIÇÃO,NEGÃO,ITAPARICA,PT,SUPLENTE,83,0.0,0.0
4713,EILTON OLIVEIRA DA CONCEIÇÃO,LINHO,PRADO,PC do B,SUPLENTE,83,0.0,0.0
4714,HAROLDO SÉRGIO SOUSA DOS SANTOS,SÉRGIO SEM TERRA,JANDAÍRA,PSD,SUPLENTE,83,0.0,0.0
4715,IVO DOS SANTOS NETO,IVO O AMIGO DO POVO,CATU,PTB,SUPLENTE,83,0.0,341.0
4716,JOSÉ ROBERTO SILVA NASCIMENTO,ZÉ COQUI,GOVERNADOR MANGABEIRA,PT,SUPLENTE,83,0.0,400.0
4717,LUCIANA OLIVEIRA DE JESUS,LÚ DO POVO,FEIRA DE SANTANA,REPUBLICANOS,SUPLENTE,83,0.0,1272.85
4718,ALEX DANIEL SANTANA DOS SANTOS,ALEX KHAN,SÃO DESIDÉRIO,PDT,SUPLENTE,83,0.0,521.75
4719,HENRIQUE DA PAIXÃO SANTOS,RICK DE BURACICA,TEODORO SAMPAIO,PSD,NÃO ELEITO,83,0.0,0.0
4720,JOILSON ROCHA DOS SANTOS,DUI ELETRICISTA,SÃO GONÇALO DOS CAMPOS,PSD,SUPLENTE,83,0.0,0.0
4721,MARIVALDO MIRANDA DA SILVA,MARIVALDO MIRANDA,FEIRA DE SANTANA,REPUBLICANOS,SUPLENTE,83,0.0,1272.85
4722,ADEILSON FERREIRA DE OLIVEIRA,PRETO,CAMAÇARI,PDT,SUPLENTE,83,0.0,0.0
4723,GILLIARD QUEIROZ FAGUNDES,GILLIARD QUEIROZ,BARREIRAS,AVANTE,SUPLENTE,83,0.0,2704.0
4724,OMAR SILVEIRA BORGES,OMAR,BARRA DO CHOÇA,PSD,SUPLENTE,83,0.0,0.0
4725,SIMAILTON NUNES DA SILVA,SIMAILTON NUNES,CAMACÃ,PDT,SUPLENTE,83,0.0,0.0
4726,ANDRE DA SILVA SANTOS,ANDRÉ,RUY BARBOSA,REPUBLICANOS,NÃO ELEITO,83,0.0,0.0
4727,SIMONE SOUZA MOURA,PROFESSORA SIMONE MOURA,GAVIÃO,DEM,SUPLENTE,83,0.0,0.0
4728,PAULIANA LOPES DA SILVA,PAULINHA,FILADÉLFIA,PSC,SUPLENTE,83,0.0,800.0
4729,MARLENE DE SOUZA BARBOSA,MARLENE GOTEIRA,FORMOSA DO RIO PRETO,PSD,SUPLENTE,83,0.0,400.13000000000005
4730,CESÁR CLERISTON DA SILVA PRIMO,CESÁR DE LORIN,CARINHANHA,AVANTE,NÃO ELEITO,83,0.0,0.0
4731,MARIA MARGARETH REIS DOS SANTOS,MARGARETH GUARDA,FEIRA DE SANTANA,PL,SUPLENTE,83,0.0,2000.0
4732,JORGE BRANDÃO DE FARIAS,JORGE BRANDÃO,PAULO AFONSO,PSB,SUPLENTE,83,0.0,835.0
4733,EMILIO FRANCISCO DE OLIVEIRA,IRMÃO EMÍLIO,CARAVELAS,DC,SUPLENTE,83,0.0,261.5
4734,JORGE ROBERTO DE JESUS NASCIMENTO,JORGE NASCIMENTO,CARDEAL DA SILVA,PSDB,NÃO ELEITO,83,0.0,0.0
4735,MANOEL JANUÁRIO DE JESUS NETO,NETO DO TÁXI,JEQUIÉ,PT,SUPLENTE,83,0.0,0.0
4736,JURACY SILVA RODRIGUES,JURA,CACHOEIRA,PODE,SUPLENTE,83,0.0,0.0
4737,MARCOS ROBERTO SANTOS NOVAES,PROFESSOR MARCOS NOVAES,JEQUIÉ,PC do B,NÃO ELEITO,83,0.0,1630.0
4738,ROSÁLIA ALVES RODRIGUES,ROSÁLIA VILA MARGARIDA,ITANAGRA,PROS,SUPLENTE,83,0.0,0.0
4739,LUCIANO COSTA LISBOA,LUCIANO GALEGO,PORTO SEGURO,PODE,SUPLENTE,83,0.0,3000.0
4740,CINTHIA MARA DANTAS DOS SANTOS NASCIMENTO,CINTHIA CHURRASQUINHO SABOREAR,ILHÉUS,PSD,SUPLENTE,83,0.0,282.5
4741,JOSE REINALDO BARRETO DOS SANTOS,REINALDO DE DAS NEVES,ARACI,PT,SUPLENTE,83,0.0,0.0
4742,ILDA DE SÁ BOMFIM,ILDA DE SÁ,LAURO DE FREITAS,PSD,SUPLENTE,83,0.0,1810.25
4743,RAIMUNDO SANTOS DE JESUS,SIMÃO VEREADOR DO POVÃO,CATU,PTC,NÃO ELEITO,83,0.0,0.0
4744,PEDRINA DE JESUS SANTOS FERNANDES,PEDRINA DE JESUS,JUAZEIRO,PRTB,SUPLENTE,83,0.0,0.0
4745,CEZAR ALBERTO CONCEIÇÃO SANTANA,CEZAR MATA MATO,NILO PEÇANHA,PP,SUPLENTE,83,0.0,0.0
4746,ANTONIO FERNANDO DE JESUS DOS ANJOS,PASTOR PAPITA,CACHOEIRA,PODE,SUPLENTE,83,0.0,0.0
4747,MARCELO ANDRADE SILVA,MARCELINHO DE PALMIRA,ITAJU DO COLÔNIA,PL,SUPLENTE,83,0.0,2000.0
4748,EVENILSON ALVES SILVA,SARGENTO EVENILSON,ITABUNA,MDB,NÃO ELEITO,82,0.0,200.0
4749,DANILO NUNES DA SILVA,DANILO DE TONHO SOLDADO,ITAPICURU,PT,SUPLENTE,82,0.0,0.0
4750,JOELSON QUERINO DE SOUZA,JOELSON DO CAFARNAUNZINHO,CAFARNAUM,PSB,SUPLENTE,82,0.0,130.0
4751,SIMONE MAIA FERREIRA,SIMONE MAIA,BOQUIRA,PSD,SUPLENTE,82,0.0,1304.0
4752,LUZINEIDE GONÇALVES PINHEIRO BORGES,NEIDE PINHEIRO,CAMAÇARI,PL,NÃO ELEITO,82,0.0,0.0
4753,JOSE CARLOS DA PAIXÃO CARVALHO JUNIOR,JUNIOR DO CANGULA,ALAGOINHAS,REPUBLICANOS,SUPLENTE,82,0.0,0.0
4754,GERLISSON SANTOS DE JESUS,GERLI DO TAXI,ITAPÉ,DEM,SUPLENTE,82,0.0,0.0
4755,LAYZE COSTA RIBEIRO,LAYZE COLORSUL,TEIXEIRA DE FREITAS,CIDADANIA,NÃO ELEITO,82,0.0,0.0
4756,JOHNNY  SICOPIRA DOS  SANTOS,JOHNNY,CONCEIÇÃO DA FEIRA,PP,SUPLENTE,82,0.0,180.0
4757,EDINALDO ALMEIDA DA SILVA,TIM DO BAR,CAATIBA,PSB,SUPLENTE,82,0.0,500.0
4758,EDIELIO DA CONCEIÇÃO SOUZA,EDIELIO,IGAPORÃ,PSD,SUPLENTE,82,0.0,0.0
4759,SILVIO TAPIOCA BASTOS,SILVIO TAPIOCA,ILHÉUS,PTB,SUPLENTE,82,0.0,0.0
4760,EDINELIO SANTOS BORGES,NELIO BORGES,ITIRUÇU,PSB,SUPLENTE,82,0.0,0.0
4761,NATALICIO SOUZA GONCALVES,NATALICIO GONCALVES,FLORESTA AZUL,PODE,SUPLENTE,82,0.0,520.0
4762,ROBERVAL BATISTA DOS SANTOS,ROBERVAL DA SAÚDE,IRARÁ,PSB,SUPLENTE,82,0.0,250.0
4763,FREDSON MAIKON DE SOUZA LEMOS,FRED MAIKON,CAIRU,PL,SUPLENTE,82,0.0,180.0
4764,ANTONIO CARLOS BATISTA DOS SANTOS,CARLINHOS XANDINHO,ILHÉUS,PTC,NÃO ELEITO,82,0.0,354.0
4765,EDUARDO DA SILVA MOREIRA,EDU,CATU,PTB,SUPLENTE,82,0.0,341.0
4766,ALMIR TIMOTEO DA SILVA,PASTOR ALMIR TIMOTEO,TEIXEIRA DE FREITAS,CIDADANIA,NÃO ELEITO,82,0.0,0.0
4767,JOSAFÁ SILVA SENA,JOSAFA CORRERIA,SALVADOR,PSDB,SUPLENTE,82,0.0,97.0
4768,ANTONIO KACY NUNES FLORES,KACYNHO FLORES,CRUZ DAS ALMAS,PSB,NÃO ELEITO,82,0.0,0.0
4769,ELIAS NUNES DOS SANTOS,ELIAS NUNES,UBAITABA,PSB,SUPLENTE,82,0.0,400.0
4770,JARBAS DOS SANTOS,JÁRBAS CANÁRIO,BARRO PRETO,PODE,SUPLENTE,82,0.0,575.0
4771,MARIA DE LOURDES SILVA,LURDINHA DO ARTESANATO,TUCANO,DEM,SUPLENTE,82,0.0,0.0
4772,JOSÉ CARLOS DE JESUS,NEN DE ZAU,PEDRÃO,PSB,SUPLENTE,82,0.0,0.0
4773,ANTONIO MARCOS AMARAL GOMES,MARCOS DAS OSTRAS,PRADO,PSD,SUPLENTE,82,0.0,0.0
4774,VALDIVONE MARIA DA SILVA,VALDIVONE DA AÇÃO SOCIAL,LUÍS EDUARDO MAGALHÃES,PATRIOTA,SUPLENTE,82,0.0,95.0
4775,ALEILSON TRINDADE DOS SANTOS,LÉO COM VOCÊ,JEQUIÉ,PSC,NÃO ELEITO,82,0.0,0.0
4776,LAUDECY PAIXÃO DE ARAÚJO BOTELHO,LAUDECY PAIXÃO,FEIRA DE SANTANA,PT,SUPLENTE,82,0.0,0.0
4777,JORGE CONCEIÇÃO LIMA DA SILVA,JORGE CINCO MIL,ITAPICURU,PC do B,NÃO ELEITO,82,0.0,0.0
4778,AILTON SILVA ARAGÃO,AILTON DITÃO,CANAVIEIRAS,MDB,SUPLENTE,82,0.0,1350.0
4779,PAULO CESAR CIDREIRA COELHO,SARGENTO ÍNDIO,SÃO SEBASTIÃO DO PASSÉ,PP,SUPLENTE,82,0.0,0.0
4780,EDIVANI SOARES DA SILVA,DIVA DA SAÚDE,CAMAÇARI,DEM,SUPLENTE,82,0.0,5066.13
4781,JOSÉ MARIA OLIVEIRA DE SANTANA,VÉA DA VILA,CONCEIÇÃO DA FEIRA,PSB,SUPLENTE,82,0.0,534.0
4782,NIELSON SANTOS MOREIRA,MIL GRAU,IRARÁ,PSD,SUPLENTE,82,0.0,0.0
4783,JORGE SOUSA SANTOS,IRMÃO JORGE SOUSA,TEIXEIRA DE FREITAS,DEM,SUPLENTE,82,0.0,800.0
4784,ADAILTON BARBOSA DE BRITO,ADAILTON DA ÓTICA,BARRA,AVANTE,SUPLENTE,82,0.0,0.0
4785,JANILTON COSTA SILVA,JANINHO,PORTO SEGURO,PSL,NÃO ELEITO,82,0.0,500.0
4786,ANA PAULA PAZ SILVA,PAULA PAZ,MATA DE SÃO JOÃO,CIDADANIA,NÃO ELEITO,81,0.0,0.0
4787,MARARUBIA MARCOLINA SOUZA DA ROCHA,MARA DE DR LUCIANO,POJUCA,DEM,SUPLENTE,81,0.0,1000.0
4788,ADRIANA PEREIRA DOS SANTOS,ADRIANA DE CABACEIRAS,SERRA PRETA,DEM,SUPLENTE,81,0.0,0.0
4789,ANGELA MARIA DO SACRAMENTO SANTOS,ANGELA,BUERAREMA,REPUBLICANOS,SUPLENTE,81,0.0,0.0
4790,MANOEL DE SOUZA SANTOS,MANECA,JUAZEIRO,PSL,NÃO ELEITO,81,0.0,0.0
4791,SANDRA ROSALES COSTA,FOFINHA,MATA DE SÃO JOÃO,CIDADANIA,NÃO ELEITO,81,0.0,0.0
4792,LUIZ EDUARDO MALTA DA SILVA,LUIZ MALTA,CAMACÃ,PSD,SUPLENTE,81,0.0,133.32999999999998
4793,EDSON GOMES RABELO,PR EDSON RABELO,CATU,REPUBLICANOS,NÃO ELEITO,81,0.0,0.0
4794,KEILA REJANE PIRES DOS SANTOS,KEILA REJANE,CRISTÓPOLIS,PSB,SUPLENTE,81,0.0,380.4
4795,MARTA DE SOUZA CARDOSO,MARTA CARDOSO,CAMACÃ,REPUBLICANOS,SUPLENTE,81,0.0,0.0
4796,ENEIDA MARTA ALMEIDA DE CARVALHO,ENEIDA CARVALHO,IBOTIRAMA,PP,SUPLENTE,81,0.0,218.31
4797,LUCIMARIO DE JESUS OLIVEIRA,ELSON DO OLODUM,TERRA NOVA,AVANTE,SUPLENTE,81,0.0,0.0
4798,RAFAEL PEREIRA DOS SANTOS,RAFAEL SANTOS,ITABUNA,PODE,NÃO ELEITO,81,0.0,227.5
4799,ADENILSON SOUZA BALEEIRO,DELEGADO,LAJEDÃO,PROS,SUPLENTE,81,0.0,797.0
4800,KARINA SILVA DA HORA DO LAGO,PROFESSORA KARINA DA HORA,CANDEIAS,PL,SUPLENTE,81,0.0,907.0
4801,FABRÍCIO VIEIRA BASTOS,FABRÍCIO,MUCUGÊ,PC do B,NÃO ELEITO,81,0.0,0.0
4802,EDINEI JESUS LUBARINO,EDINEI EDITE,SIMÕES FILHO,PSC,SUPLENTE,81,0.0,0.0
